V2,V7,V8,V9,V10,gid,project,psid,PID,K2,wave,gc,term,lang,hilow,incent,Q_Language,cguess,Q_TotalDuration,med,Q19_1,D1,D2,D3,Q1,Q2,Q8,Q5,Q6,Q7,Q9,Quiz.1.Correct,Quiz.2.Correct,Quiz.3.Correct,Quiz.4.Correct,Quiz.5.Correct,Quiz.6.Correct,Q10_1,Q12,Q18_1,Q13,Q14,Q15#1_1,Q15#1_2,Q15#1_3,Q15#1_4,Q15#1_5,Q15#1_6,Q15#1_7,Q15#1_8,Q15#1_9,Q15#1_10,Q15#1_11,Q15#1_12,Q15#1_13,Q15#1_14,Q15#1_15,Q16,Q22,Q23,Q24,Q27,Q29,Q28,Q31,Q29,Q30,Q32_1,Q32_2,Q32_3,Q32_4,DO-BR-FL_180,DO-BR-FL_169,DO-BR-FL_183,DO-BR-FL_23,DO-BR-FL_186,DO-BR-FL_31,DO-BR-FL_189,DO-BR-FL_47,DO-BR-FL_192,DO-BR-FL_43,DO-BR-FL_195,DO-BR-FL_39,DO-BR-FL_198,DO-BR-FL_35,DO-BR-FL_19,DO-BR-FL_8,DO-BR-FL_263,DO-BR-FL_254,DO-BR-FL_236,DO-BR-FL_227,DO-BR-FL_160,DO-BR-FL_150,DO-BR-FL_130,DO-BR-FL_120,DO-BR-FL_100,DO-BR-FL_89,DO-Q-Q15,LocationAccuracy
Default Response Set,0,07/07/2015 20:08,07/07/2015 20:19,1,UK200011,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Republic of Korea,644,{Invalid Expression},1,2,3,183,1,ludwig wan beethovan,stefani jaonne angelina germanota,dave grohl,1862,three,"Gary ,Indiana ",1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,88,1,pakistani,2,2,2,30000,2,7,1,1,2,2,2,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_20,FL_11,,,,,,,,,,,10|5|3|11|12|15|13|6|7|2|4|1|8|9|14,-1
Default Response Set,0,07/07/2015 20:15,07/07/2015 20:23,1,DK200003,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Indien,468,{Invalid Expression},1,1,5,48,1,Beethoven,Fedtmule,,1948,0,Indiana,1,0,0,0,0,0,1,1,1,1,1,4,4,4,2,2,4,2,4,4,4,4,4,4,2,2,100,,Dansk,3,1,2,14000,4,6,1,2,2,1,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_264,,,,,,,,,,9|7|15|12|4|5|3|6|11|2|13|14|1|10|8,-1
Default Response Set,0,07/07/2015 20:23,07/07/2015 20:23,1,AR200028,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/07/2015 20:11,07/07/2015 20:23,1,AR200024,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,yes,ES,Portugal,735,{Expresión no válida},1,1,4,7,1,beethovenn,stefanny,ni idea,no se,tres,indiana,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,98,1,argentina,2,2,3,"$15,000",2,7,1,2,2,2,1,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_20,,,FL_258,,,,,,,,,1|8|13|15|10|9|6|7|2|4|11|5|3|12|14,-1
Default Response Set,0,07/07/2015 20:15,07/07/2015 20:24,1,PT200004,Qual12-1114CountriesUKUS,,,,2,1,,PT,3,yes,PT,Argentina,519,{Expressão inválida},1,1,2,137,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,4,"Gary, Indiana",1,1,1,1,0,1,1,1,1,1,1,3,4,2,2,4,4,2,4,4,4,3,3,4,2,4,80,1,Portuguesa,3,1,1,1150,3,6,2,2,2,1,2,,,,,,,FL_191,Coin flip|Quiz,,,,,,,FL_20,,,,FL_241,,,,,,,,4|12|11|2|5|6|3|15|9|14|10|1|7|8|13,-1
Default Response Set,0,07/07/2015 20:16,07/07/2015 20:24,1,KR200002,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,대한민국,494,{유효하지 않은 수식},1,1,4,139,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,Gary Indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,50,1,대한민국,3,2,2,"4,000,000원",4,7,2,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_229,,,,,,,4|10|13|7|12|9|11|15|2|8|6|5|14|3|1,-1
Default Response Set,0,07/07/2015 20:13,07/07/2015 20:25,1,ZA200001,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Argentina,706,{Invalid Expression},1,1,2,160,1,beethoven,georginah,,,,,1,0,0,0,0,0,1,1,1,1,2,4,4,4,1,4,4,2,4,4,4,4,4,4,4,4,90,,south african,2,1,1,R5697,1,8,2,1,2,1,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_21,FL_13,,,,,,,,,,,1|5|9|12|6|7|13|8|14|2|3|15|10|11|4,-1
Default Response Set,0,07/07/2015 20:18,07/07/2015 20:26,1,ZA200003,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,India,477,{Invalid Expression},1,1,2,160,1,Therese Malfatti,Stefani,Dave Grohi,1862,3,"Gary, Indiana",0,1,1,1,1,1,1,1,1,1,2,2,4,3,4,4,4,5,2,2,2,,3,3,4,4,60,1,South African,3,1,1,0,4,8,2,1,2,1,1,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_20,FL_10,,,,,,,,,,,6|9|2|1|12|14|13|4|15|8|5|11|3|7|10,-1
Default Response Set,0,07/07/2015 20:09,07/07/2015 20:27,1,IN200003,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Denmark,1057,{Invalid Expression},1,2,3,78,1,Ludwig Nohl,Stefani Joanne Angelina Germanotta,Dave Grohl,8/1/1862,3 or more,"Gary, Indiana",0,1,1,1,1,1,1,1,1,1,1,4,3,5,4,4,4,5,4,4,4,4,4,4,4,4,100,,Indian,2,2,2,Nill,1,1,2,2,2,1,2,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_14,,,,,,,,,,,14|6|13|10|8|2|5|1|4|9|12|15|11|3|7,-1
Default Response Set,0,07/07/2015 20:21,07/07/2015 20:29,1,AR200027,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Sudáfrica,464,{Expresión no válida},1,1,5,7,1,Richard Cleiderman,stefany joan angelina,es el lider de Foo fighters,,4,,0,1,0,0,0,0,1,1,1,1,1,4,4,2,2,3,4,1,2,4,3,2,1,4,3,1,90,,Argentina,2,2,3,15000,3,8,2,2,2,1,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_21,,,FL_261,,,,,,,,,5|9|6|11|15|8|10|2|4|14|7|12|3|13|1,-1
Default Response Set,0,07/07/2015 20:06,07/07/2015 20:29,1,AR200021,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,Reino Unido de Gran Bretaña e Irlanda del Norte,1367,{Expresión no válida},1,2,3,7,1,beethoben,stefani joanne angelina,dave  grohl,1862,3,gary (indiana),1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,50,,argentina,3,1,3,110000,3,1,2,2,2,1,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_21,,,FL_257,,,,,,,,,6|1|11|4|12|14|10|13|3|5|9|15|2|7|8,-1
Default Response Set,0,07/07/2015 20:20,07/07/2015 20:32,1,AR200025,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,yes,ES,India,721,{Expresión no válida},1,2,5,7,1,bethoben,estefani,ghorl,1958,3,los angeles california,1,1,0,0,1,0,1,1,1,1,2,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,98,1,argentina,2,1,3,5000,2,7,1,2,2,2,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_20,,,FL_255,,,,,,,,,12|9|2|13|15|14|6|11|4|5|1|8|7|10|3,-1
Default Response Set,0,07/07/2015 20:35,07/07/2015 20:35,1,PT200005,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,PT,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/07/2015 20:33,07/07/2015 20:36,1,DK200004,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Republikken Korea,180,{Invalid Expression},1,1,3,48,1,ved ikke,ved ike,ved ikke,ved ikke,ved ikke,ved ikke,0,0,0,0,0,0,1,1,1,1,2,3,3,4,3,2,3,3,2,3,3,3,4,3,2,3,60,1,danmark,3,1,1,200000,3,1,2,2,2,2,2,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_20,,FL_265,,,,,,,,,,6|4|3|8|13|5|2|10|14|1|12|11|9|7|15,-1
Default Response Set,0,07/07/2015 20:30,07/07/2015 20:38,1,AR200030,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,Dinamarca,458,{Expresión no válida},1,2,4,7,1,,sara,,,5,,0,0,0,0,0,0,1,1,1,1,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,99,,,1,1,2,no se,1,8,2,2,1,2,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_21,,,FL_260,,,,,,,,,4|3|1|12|10|9|6|11|15|2|8|5|14|13|7,-1
Default Response Set,0,07/07/2015 20:20,07/07/2015 20:40,1,AR200026,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Argentina,1226,{Expresión no válida},1,2,5,7,1," Ludwig,  Nohl",Stefani Joanne Angelina Germanotta,Dave Grohl,1862,no se,"Gary, Indiana",0,1,1,1,0,1,1,1,1,1,2,3,3,3,2,3,3,3,3,3,4,4,3,4,3,2,90,,argentina,2,1,2,4500,1,1,2,2,1,2,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_21,,,FL_259,,,,,,,,,7|3|2|6|4|1|9|8|14|15|10|12|13|5|11,-1
Default Response Set,0,07/07/2015 20:32,07/07/2015 20:41,1,AR200031,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Argentina,497,{Expresión no válida},1,2,5,7,1,Beethoven,steffani,ghrol,1862,3,Gary  indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,50,,argentina,1,1,1,4500,1,4,2,2,2,2,2,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_21,,,FL_259,,,,,,,,,6|10|13|7|2|3|1|11|9|8|12|4|15|14|5,-1
Default Response Set,0,07/07/2015 20:43,07/07/2015 20:43,1,AR200036,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/07/2015 20:37,07/07/2015 20:44,1,KR200003,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,덴마크,448,{유효하지 않은 수식},1,1,3,139,1,루트비히 판 베토벤,스테퍼니 조앤 앤젤리나 저머노타,데이브 그롤,1862년,3,미국 인디애나 주 게리,,0,1,1,1,1,1,1,1,1,1,4,3,3,2,2,4,4,3,2,4,4,3,3,2,4,50,,대한민국,2,1,1,3000000,2,7,1,2,2,1,1,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_233,,,,,,,10|4|8|15|5|12|1|11|6|13|7|2|9|3|14,-1
Default Response Set,0,07/07/2015 20:23,07/07/2015 20:44,1,AR200029,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,yes,ES,Reino Unido de Gran Bretaña e Irlanda del Norte,1284,{Expresión no válida},1,2,5,7,1,bethoven,stefani,Bob McFadden,1862,una octava más grave que la trompeta normal,Gary Indiana,1,1,0,1,0,1,1,1,1,1,2,3,4,5,1,4,3,5,4,4,4,4,3,4,3,3,20,1,argentina,2,2,5,10000,3,7,2,2,2,1,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_20,,,FL_257,,,,,,,,,4|1|3|15|14|8|5|12|10|9|11|2|6|7|13,-1
Default Response Set,0,07/07/2015 20:43,07/07/2015 20:46,1,AR200035,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,yes,ES,Portugal,220,{Expresión no válida},1,2,2,7,1,Beethoven,,,,,,1,0,0,0,0,0,1,1,1,1,1,3,4,4,3,4,4,1,4,4,4,3,3,4,4,2,90,1,argentina,2,1,1,,2,4,2,2,1,2,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_20,,,FL_258,,,,,,,,,4|6|11|2|7|1|8|13|10|5|9|15|14|12|3,-1
Default Response Set,0,07/07/2015 20:33,07/07/2015 20:48,1,IN200004,Qual12-1114CountriesUKUS,,,,2,3,,EN,3,no,EN,Republic of Korea,921,,1,2,3,78,1,van Beethoven,Stefani Joanne Germanotta,Dave Grohl,1862,3,"Gary, Indiana",,,,,,,1,1,1,1,1,4,3,2,3,3,3,3,3,4,4,4,4,4,3,4,95,,italian,3,1,2,120000,4,7,1,2,2,1,2,FL_182,Coin flip|Quiz,,,,,,,,,,,,,FL_21,FL_11,,,,,,,,,,,12|9|8|7|2|14|15|1|5|13|6|11|4|3|10,-1
Default Response Set,0,07/07/2015 20:40,07/07/2015 20:52,1,ZA200005,Qual12-1114CountriesUKUS,,,,2,3,,EN,5,yes,EN,South Africa,753,,1,1,4,160,1,Beethoven,Stefani,Dave grohl,1862,3,"Gary, indiana",,,,,,,1,1,1,1,2,4,4,3,2,4,4,4,4,4,4,4,4,4,3,4,80,1,South African,3,2,2,18000,2,7,2,2,2,1,1,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_20,FL_15,,,,,,,,,,,8|5|7|4|6|2|13|1|15|14|11|10|12|9|3,-1
Default Response Set,0,07/07/2015 20:43,07/07/2015 20:56,1,AR200037,Qual12-1114CountriesUKUS,,,,2,3,,ES,3,no,ES,Sudáfrica,758,,1,2,3,7,1,NO SE,NO SE,NO SE,NO SE,NO SE,NO SE,,,,,,,1,1,1,1,1,4,4,3,2,3,4,3,2,4,3,2,4,4,4,4,40,,COLOMBIANA,2,1,1,0,2,4,1,2,2,1,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_21,,,FL_261,,,,,,,,,12|13|14|3|15|8|4|7|9|5|1|11|10|6|2,-1
Default Response Set,0,07/07/2015 20:10,07/07/2015 21:10,1,AR200023,Qual12-1114CountriesUKUS,,,,2,3,,ES,3,no,ES,Dinamarca,3614,,1,2,2,7,1,nohl,stefani joanne angelina germanotta,dave grohl,1862,3,gary  indiana,,,,,,,1,1,1,1,1,4,4,5,1,1,4,4,4,4,4,4,4,1,4,1,100,,argentina,2,1,2,6000,2,4,2,2,2,2,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_21,,,FL_260,,,,,,,,,3|7|12|5|13|15|6|8|10|4|1|2|14|9|11,-1
Default Response Set,0,07/07/2015 19:50,07/07/2015 21:36,1,AR200001,Qual12-1114CountriesUKUS,,,,2,3,,ES,5,yes,ES,India,6373,,1,2,4,7,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,4,Gary Indiana,,,,,,,1,1,1,1,1,4,4,4,2,4,4,3,4,4,4,3,4,4,3,3,10,1,,3,1,1,18000,4,1,1,2,2,2,2,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_20,,,FL_255,,,,,,,,,7|1|2|3|12|9|8|4|6|14|11|15|10|13|5,-1
Default Response Set,0,07/08/2015 15:44,07/08/2015 15:45,1,AR200074,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:47,07/08/2015 15:48,1,KR200008,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:49,07/08/2015 15:49,1,IN200015,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:51,07/08/2015 15:51,1,KR200015,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:51,07/08/2015 15:51,1,IN200023,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:44,07/08/2015 15:52,1,AR200073,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Reino Unido de Gran Bretaña e Irlanda del Norte,484,{Expresión no válida},1,2,5,7,1,Beethoven,Marie,John,1826,1,Bronx,1,0,0,0,0,0,1,1,1,1,2,4,4,4,2,3,3,3,4,4,4,4,4,4,4,4,25,,Argentina,2,2,3,20,2,4,2,2,2,1,2,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_21,,,FL_257,,,,,,,,,7|12|1|15|10|11|3|2|6|8|13|9|4|14|5,-1
Default Response Set,0,07/08/2015 15:53,07/08/2015 15:53,1,KR200020,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:51,07/08/2015 15:53,1,DK200048,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,EN,United Kingdom of Great Britain and Northern Ireland,154,{Invalid Expression},1,1,2,48,1,dont know,Lady,5,1962,3,newyork,0,0,#VALUE!,0,1,0,1,1,1,1,2,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,50,,Denmark,1,2,3,50000,1,7,1,1,1,2,1,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_21,FL_9,,,,,,,,,,,2|5|11|6|10|1|15|7|4|8|13|9|3|12|14,-1
Default Response Set,0,07/08/2015 15:53,07/08/2015 15:54,1,KR200025,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:54,07/08/2015 15:54,1,IN200026,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:49,07/08/2015 15:54,1,KR200011,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,남아프리카,314,{유효하지 않은 수식},1,2,3,139,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,3,3,4,3,2,4,3,3,3,4,3,3,4,3,3,50,,대한민국,3,2,3,2.000.000,4,7,1,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_234,,,,,,,11|4|3|15|6|13|1|5|9|7|12|14|10|8|2,-1
Default Response Set,0,07/08/2015 15:46,07/08/2015 15:54,1,DK200041,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,yes,DA,Argentina,484,{Invalid Expression},1,2,5,48,1,ved ikke,ved ikke,ved ikke,ved ikke,3,ved ikke,0,0,0,0,1,0,1,1,1,1,1,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,50,1,Dansk,2,5,5,12.6,2,3,2,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_20,,FL_268,,,,,,,,,,3|1|7|6|10|13|11|9|4|14|8|12|2|5|15,-1
Default Response Set,0,07/08/2015 15:50,07/08/2015 15:55,1,IN200019,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,287,{Invalid Expression},1,1,4,78,1,Ludwig van Beethoven's,"Radio Ga-Ga""",Dave Grohl,8/22/1862,1.48 m (4 ft 10 in).,"Gary, Indiana US",1,0,1,1,0,1,1,1,1,1,1,2,3,1,1,3,2,1,1,3,1,2,2,2,2,2,100,1,India,1,1,1,100000,1,7,1,2,2,2,2,FL_181,Coin flip|Quiz,,,,,,,,,,,,,FL_20,FL_12,,,,,,,,,,,7|15|3|13|9|1|4|14|2|11|8|12|5|6|10,-1
Default Response Set,0,07/08/2015 15:53,07/08/2015 15:55,1,KR200022,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,아르헨티나,118,{유효하지 않은 수식},1,1,3,139,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,한국,3,2,1,200,3,7,2,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_232,,,,,,,5|3|14|13|12|7|11|2|9|10|4|1|8|15|6,-1
Default Response Set,0,07/08/2015 15:48,07/08/2015 15:56,1,KR200009,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,인도,514,{유효하지 않은 수식},1,1,3,139,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Eric Grohl,1862,3,indiana gary,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,100,,south korea,2,2,1,"3,000$",3,7,1,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_228,,,,,,,7|11|10|12|8|5|3|6|1|14|15|4|2|13|9,-1
Default Response Set,0,07/08/2015 15:49,07/08/2015 15:56,1,DK200047,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,Danmark,416,{Invalid Expression},1,1,4,48,1,Beethoven,Maria,Steven,1841,3,"nashville, Tennessee",1,0,0,0,1,0,1,1,1,1,2,4,3,2,1,4,2,3,3,4,3,3,3,3,2,4,75,,dansk,2,2,4,30000,3,7,2,2,2,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_21,,FL_269,,,,,,,,,,9|10|4|13|8|12|14|7|11|15|2|1|3|6|5,-1
Default Response Set,0,07/08/2015 15:56,07/08/2015 15:56,1,DK200051,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:49,07/08/2015 15:57,1,IN200014,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,South Africa,472,{Invalid Expression},1,1,3,78,1,Beethoven,Stefani joanne angelina germanota,,1862,,Indiana,1,1,0,1,0,0,1,1,1,1,1,4,4,4,2,3,3,3,4,4,4,3,4,4,3,3,100,1,INDIAN,1,1,1,35000,2,7,2,1,1,1,2,FL_181,Coin flip|Quiz,,,,,,,,,,,,,FL_20,FL_15,,,,,,,,,,,13|5|12|7|8|3|4|9|6|2|14|10|15|11|1,-1
Default Response Set,0,07/08/2015 15:48,07/08/2015 15:57,1,KR200010,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,포르투갈,529,{유효하지 않은 수식},1,1,2,139,1,베토벤,스테파니 조안 안젤리나 저마노타,데이브 그롤,1862,3개,인디아나주 개리시,1,0,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,4,4,4,4,3,4,4,2,3,100,,대한민국,2,1,1,1200000,2,5,2,2,2,1,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_231,,,,,,,7|13|15|3|11|2|8|1|5|4|14|12|9|6|10,-1
Default Response Set,0,07/08/2015 15:56,07/08/2015 15:57,1,KR200032,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:49,07/08/2015 15:57,1,IN200012,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Argentina,461,{Invalid Expression},1,1,2,78,1,ludwig van beethowen,stefani,dave grohl,8/22/1862,3,"gary, indiana",1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,4,4,2,4,3,4,4,4,4,3,4,49,1,Indian,2,1,1,INR18000,2,6,1,2,2,1,1,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_13,,,,,,,,,,,3|1|12|4|11|7|2|15|14|10|5|9|13|8|6,-1
Default Response Set,0,07/08/2015 15:51,07/08/2015 15:57,1,KR200016,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,영국과 북 아일랜드의 영국,352,{유효하지 않은 수식},1,1,5,139,1,베토벤,모름,모름,모름,모름,모름,1,0,0,0,0,0,1,1,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,50,1,한국,3,2,1,500만원,4,7,1,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_230,,,,,,,6|11|5|1|12|10|2|15|4|3|8|13|7|14|9,-1
Default Response Set,0,07/08/2015 15:54,07/08/2015 15:57,1,KR200027,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,아르헨티나,213,{유효하지 않은 수식},1,2,3,139,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,3,3,3,2,2,3,2,2,3,3,2,3,3,3,2,,1,대한민국,2,1,1,50만원,3,7,1,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_232,,,,,,,8|6|11|12|14|9|3|15|5|1|7|2|4|13|10,-1
Default Response Set,0,07/08/2015 15:52,07/08/2015 15:57,1,KR200019,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,남아프리카,297,{유효하지 않은 수식},1,1,3,139,1,베토벤,조앤,,,4,인디애나,1,0,0,0,0,0,1,1,1,1,1,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,50,,대한민국,1,1,3,3000,2,7,1,1,2,1,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_234,,,,,,,12|3|4|5|6|14|9|10|2|1|7|13|15|8|11,-1
Default Response Set,0,07/08/2015 15:57,07/08/2015 15:58,1,KR200034,Qual12-1114CountriesUKUS,,,,2,2,age,KO,,,KO,,51,,1,1,1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
